Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
DevOps Engineer I,"Bellevue, WA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",56490,67310,79195,91123,101982
DevOps Engineer I,"Joliet, IL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",53450,63689,74934,86220,96495
DevOps Engineer I,"Murfreesboro, TN","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47652,56780,66805,76867,86027
DevOps Engineer I,"Midland, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46121,54955,64658,74397,83263
DevOps Engineer I,"Rockford, IL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50879,60625,71329,82072,91853
DevOps Engineer I,"Paterson, NJ","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",59569,70979,83512,96090,107541
DevOps Engineer I,"Savannah, GA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48546,57845,68059,78309,87642
DevOps Engineer I,"Bridgeport, CT","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",58691,69933,82281,94673,105956
DevOps Engineer I,"Torrance, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",57606,68640,80759,92923,103997
DevOps Engineer I,"Mcallen, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",44431,52942,62290,71671,80213
DevOps Engineer I,"Syracuse, NY","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50923,60677,71391,82143,91932
DevOps Engineer I,"Surprise, AZ","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50589,60279,70922,81604,91329
DevOps Engineer I,"Denton, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50406,60062,70666,81310,91000
DevOps Engineer I,"Roseville, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55699,66368,78087,89848,100555
DevOps Engineer I,"Thornton, CO","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52248,62256,73248,84281,94325
DevOps Engineer I,"Pasadena, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",58431,69624,81917,94255,105487
DevOps Engineer I,"Mesquite, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51274,61095,71882,82709,92566
DevOps Engineer I,"Olathe, KS","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50401,60055,70658,81300,90989
DevOps Engineer I,"Dayton, OH","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50223,59843,70409,81014,90669
DevOps Engineer I,"Carrollton, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51191,60997,71767,82575,92416
DevOps Engineer I,"Waco, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46998,56000,65888,75812,84847
DevOps Engineer I,"Orange, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",57606,68640,80759,92923,103997
DevOps Engineer I,"Fullerton, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",57735,68794,80941,93131,104230
DevOps Engineer I,"Charleston, SC","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49063,58460,68782,79142,88574
DevOps Engineer I,"Visalia, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",51086,60871,71619,82405,92226
DevOps Engineer I,"Hampton, VA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48399,57670,67852,78072,87376
DevOps Engineer I,"Gainesville, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47009,56014,65904,75830,84867
DevOps Engineer I,"Warren, MI","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52548,62613,73669,84764,94866
